,EC Filename,Wrapper Name,Kmer Size,Read - TP,Read - TN,Read - FN,Read - FN WRONG,Read - FP,Read - FP INDEL,Total Trimmed Reads,Total Reads,Base - TP,Base - TN,Base - FN,Base - FN WRONG,Base - FP,Base - FP INDEL,Base - FP TRIM,Base - TP TRIM,Total Bases,Tool,Coverage,Length,Base Sensitivity,Base Precision,Base Gain,Base Accuracy,Dataset,Trim Percent,Trim Effeciency
874,reckoner_SRR1543969_raw_19.corrected.fastq.gz,run.reckoner.sh,19,1305,40226,4958,5,66,140,54,46700,3744,11093631,9409,149,5918,3136,373,18,11116378,Reckoner,NA,100,0.284649889759,0.292545710267,-0.403710180187,0.998292156785,RSR,3.51733271395e-05,0.0482573726542
875,sga_SRR1543964_raw_19.corrected.fastq.gz,run.sga.sh,19,309,39889,6424,4,73,1,1,46700,1526,11100808,11972,17,276,2,2,0,11114603,Sga,NA,100,0.113053785746,0.845898004435,0.092458141947,0.998896136911,RSR,1.79943449172e-07,0.0
876,sga_SRR1543964_raw_24.corrected.fastq.gz,run.sga.sh,24,361,39889,6378,3,68,1,1,46700,1797,11100788,11703,15,296,2,2,0,11114603,Sga,NA,100,0.133111111111,0.857756563246,0.111037037037,0.998918719814,RSR,1.79943449172e-07,0.0
877,sga_SRR1543964_raw_14.corrected.fastq.gz,run.sga.sh,14,221,39889,6513,8,67,2,2,46700,1071,11100880,12418,26,203,3,3,0,11114604,Sga,NA,100,0.0793980280228,0.838684416601,0.0641263251538,0.998861587871,RSR,2.69915149474e-07,0.0
878,reckoner_SRR1543969_raw_18.corrected.fastq.gz,run.reckoner.sh,18,1277,40226,4958,3,80,156,54,46700,3720,11092736,9401,185,6799,3174,374,14,11116403,Reckoner,NA,100,0.283514975993,0.271671657051,-0.476564286259,0.998206881749,RSR,3.49033765688e-05,0.0374331550802
879,reckoner_SRR1543969_raw_22.corrected.fastq.gz,run.reckoner.sh,22,1378,40226,4901,9,53,133,52,46700,3830,11094499,9326,146,5288,2656,382,18,11116145,Reckoner,NA,100,0.291121921557,0.325293018515,-0.3127090301,0.998398902783,RSR,3.59836975858e-05,0.0471204188482
880,sga_SRR1543964_raw_20.corrected.fastq.gz,run.sga.sh,20,323,39889,6407,4,76,1,1,46700,1589,11100777,11905,21,307,2,2,0,11114603,Sga,NA,100,0.117756039721,0.837197049526,0.0948569734697,0.998899016006,RSR,1.79943449172e-07,0.0
881,sga_SRR1543964_raw_22.corrected.fastq.gz,run.sga.sh,22,340,39889,6395,3,72,1,1,46700,1714,11100770,11785,16,314,2,2,0,11114603,Sga,NA,100,0.126972368324,0.844334975369,0.103563226906,0.99890963267,RSR,1.79943449172e-07,0.0
882,sga_SRR1543964_raw_16.corrected.fastq.gz,run.sga.sh,16,265,39889,6472,7,65,2,1,46700,1327,11100883,12169,19,199,6,2,0,11114605,Sga,NA,100,0.098325429757,0.866187989556,0.0831357439241,0.998884800674,RSR,1.79943416793e-07,0.0
883,sga_SRR1543965_raw_16.corrected.fastq.gz,run.sga.sh,16,637,39992,6039,1,31,0,0,46700,1691,11102809,10000,10,90,0,0,0,11114600,Sga,NA,100,0.144641176974,0.949466591802,0.136942947567,0.999091285336,RSR,0.0,
884,sga_SRR1543964_raw_18.corrected.fastq.gz,run.sga.sh,18,297,39889,6440,4,69,1,1,46700,1470,11100846,12030,15,238,2,2,0,11114603,Sga,NA,100,0.108888888889,0.859649122807,0.0911111111111,0.99889451742,RSR,1.79943449172e-07,0.0
885,sga_SRR1543965_raw_14.corrected.fastq.gz,run.sga.sh,14,546,39992,6105,2,54,1,0,46700,1461,11102748,10217,23,149,5,0,0,11114603,Sga,NA,100,0.125107038877,0.904643962848,0.111919849289,0.999064833895,RSR,0.0,
886,sga_SRR1543964_raw_21.corrected.fastq.gz,run.sga.sh,21,335,39889,6399,3,73,1,1,46700,1670,11100769,11828,17,315,2,2,0,11114603,Sga,NA,100,0.123722032894,0.840463009562,0.100237072159,0.998905583942,RSR,1.79943449172e-07,0.0
887,sga_SRR1543964_raw_26.corrected.fastq.gz,run.sga.sh,26,381,39889,6349,2,78,1,1,46700,1876,11100740,11628,11,344,2,2,0,11114603,Sga,NA,100,0.138921800948,0.844284428443,0.113299763033,0.998921508937,RSR,1.79943449172e-07,0.0
888,sga_SRR1543964_raw_23.corrected.fastq.gz,run.sga.sh,23,349,39889,6379,3,79,1,1,46700,1783,11100742,11715,17,342,2,2,0,11114603,Sga,NA,100,0.132093643503,0.838269863658,0.106608386428,0.99891332151,RSR,1.79943449172e-07,0.0
889,sga_SRR1543964_raw_28.corrected.fastq.gz,run.sga.sh,28,402,39889,6332,2,74,1,1,46700,1921,11100753,11582,12,331,2,2,0,11114603,Sga,NA,100,0.142264681923,0.852262644188,0.11760349552,0.998926727297,RSR,1.79943449172e-07,0.0
890,reckoner_SRR1543970_raw_28.corrected.fastq.gz,run.reckoner.sh,28,1402,52898,5019,10,61,82,24,59472,2991,14138054,8589,87,3678,1757,143,3,14155302,Reckoner,NA,100,0.25829015544,0.354972703537,-0.211053540587,0.998993027276,RSR,1.03141564906e-05,0.020979020979
891,reckoner_SRR1543970_raw_18.corrected.fastq.gz,run.reckoner.sh,18,1181,52898,5188,10,87,108,26,59472,2781,14136021,8766,117,5185,2703,253,6,14155832,Reckoner,NA,100,0.240841777085,0.260661730247,-0.442279379926,0.998797385614,RSR,1.82963459866e-05,0.0237154150198
892,reckoner_SRR1543970_raw_22.corrected.fastq.gz,run.reckoner.sh,22,1286,52898,5114,11,62,101,26,59472,2945,14137100,8610,111,4304,2402,165,4,14155641,Reckoner,NA,100,0.254868022501,0.305149725417,-0.32548680225,0.99889853067,RSR,1.19387034469e-05,0.0242424242424
893,reckoner_SRR1543970_raw_14.corrected.fastq.gz,run.reckoner.sh,14,1020,52898,5243,6,129,176,29,59472,2579,14132047,8894,191,8324,4420,231,6,14156692,Reckoner,NA,100,0.224788634185,0.168309077857,-0.885993201429,0.998441725698,RSR,1.67411991445e-05,0.025974025974
894,reckoner_SRR1543970_raw_19.corrected.fastq.gz,run.reckoner.sh,19,1206,52898,5164,11,91,102,20,59472,2867,14136414,8664,136,4989,2407,165,3,14155645,Reckoner,NA,100,0.248634116729,0.279353015687,-0.392767322869,0.99884420643,RSR,1.18680568777e-05,0.0181818181818
895,reckoner_SRR1543970_raw_24.corrected.fastq.gz,run.reckoner.sh,24,1324,52898,5080,10,66,94,22,59472,2953,14137212,8615,100,4300,2235,106,2,14155523,Reckoner,NA,100,0.255273167358,0.311235244519,-0.309647302905,0.998915193584,RSR,7.62953089052e-06,0.0188679245283
896,reckoner_SRR1543970_raw_21.corrected.fastq.gz,run.reckoner.sh,21,1259,52898,5120,11,68,116,32,59472,2878,14135888,8670,118,5356,2749,138,4,14155801,Reckoner,NA,100,0.249220644267,0.262041336611,-0.452632490475,0.998796888653,RSR,1.0031223242e-05,0.0289855072464
897,reckoner_SRR1543970_raw_20.corrected.fastq.gz,run.reckoner.sh,20,1236,52898,5144,10,77,107,29,59472,2871,14136190,8665,128,5049,2735,167,6,14155811,Reckoner,NA,100,0.248873092926,0.26945096199,-0.425884188627,0.998817163701,RSR,1.22211295418e-05,0.0359281437126
898,reckoner_SRR1543970_raw_16.corrected.fastq.gz,run.reckoner.sh,16,1089,52898,5225,9,116,135,29,59472,2646,14134390,8871,150,6564,3284,189,3,14156097,Reckoner,NA,100,0.229747330034,0.211781655194,-0.625336459147,0.998653724679,RSR,1.35630604961e-05,0.015873015873
899,sga_SRR1543965_raw_19.corrected.fastq.gz,run.sga.sh,19,693,39992,5978,1,35,1,0,46700,1921,11102780,9769,11,115,8,0,0,11114604,Sga,NA,100,0.164328485885,0.939823874755,0.15380667237,0.999109010092,RSR,0.0,
900,reckoner_SRR1543970_raw_26.corrected.fastq.gz,run.reckoner.sh,26,1390,52898,5011,12,61,100,26,59472,3043,14136542,8521,102,4904,2363,116,4,14155595,Reckoner,NA,100,0.263144240747,0.295150339476,-0.365271532342,0.998869280696,RSR,8.47721342692e-06,0.0344827586207
901,reckoner_SRR1543970_raw_23.corrected.fastq.gz,run.reckoner.sh,23,1304,52898,5089,9,61,111,31,59472,2931,14136188,8626,108,5079,2687,153,5,14155777,Reckoner,NA,100,0.253612529203,0.274002056651,-0.418361166393,0.998823589416,RSR,1.11615208406e-05,0.0326797385621
902,sga_SRR1543965_raw_18.corrected.fastq.gz,run.sga.sh,18,680,39992,5989,1,38,0,0,46700,1850,11102778,9837,14,121,0,0,0,11114600,Sga,NA,100,0.158295542055,0.938609842719,0.147942157953,0.99910280172,RSR,0.0,
903,sga_SRR1543965_raw_22.corrected.fastq.gz,run.sga.sh,22,732,39992,5940,1,34,1,0,46700,1983,11102768,9709,9,127,8,0,0,11114604,Sga,NA,100,0.169603147451,0.936260623229,0.158056790968,0.999113508677,RSR,0.0,
